Topic;1;Word Weights Topic 1;Topic  2;Word Weights Topic 2;Topic  3;Word Weights Topic 3;Topic  4;Word Weights Topic 4;Topic  5;Word Weights Topic 5;Topic  6;Word Weights Topic 6;Topic  7;Word Weights Topic 7;Topic  8;Word Weights Topic 8;Topic  9;Word Weights Topic 9;Topic  10;Word Weights Topic 10;Topic  11;Word Weights Topic 11;Topic  12;Word Weights Topic 12;Topic  13;Word Weights Topic 13;Topic  14;Word Weights Topic 14;Topic  15;Word Weights Topic 15;Topic  16;Word Weights Topic 16;Topic  17;Word Weights Topic 17;Topic  18;Word Weights Topic 18;Topic  19;Word Weights Topic 19;Topic  20;Word Weights Topic 20;Topic  21;Word Weights Topic 21;Topic  22;Word Weights Topic 22;Topic  23;Word Weights Topic 23;Topic  24;Word Weights Topic 24;Topic  25;Word Weights Topic 25;Topic  26;Word Weights Topic 26;Topic  27;Word Weights Topic 27;Topic  28;Word Weights Topic 28;Topic  29;Word Weights Topic 29;Topic  30;Word Weights Topic 30;Topic  31;Word Weights Topic 31;Topic  32;Word Weights Topic 32;Topic  33;Word Weights Topic 33;Topic  34;Word Weights Topic 34;Topic  35;Word Weights Topic 35;Topic  36;Word Weights Topic 36;Topic  37;Word Weights Topic 37;Topic  38;Word Weights Topic 38;Topic  39;Word Weights Topic 39;Topic  40;Word Weights Topic 40;Topic  41;Word Weights Topic 41;Topic  42;Word Weights Topic 42;Topic  43;Word Weights Topic 43;Topic  44;Word Weights Topic 44;Topic  45;Word Weights Topic 45;Topic  46;Word Weights Topic 46;Topic  47;Word Weights Topic 47;Topic  48;Word Weights Topic 48;Topic  49;Word Weights Topic 49;Topic  50;Word Weights Topic 50;Topic  51;Word Weights Topic 51;Topic  52;Word Weights Topic 52;Topic  53;Word Weights Topic 53;Topic  54;Word Weights Topic 54;Topic  55;Word Weights Topic 55;Topic  56;Word Weights Topic 56;Topic  57;Word Weights Topic 57;Topic  58;Word Weights Topic 58;Topic  59;Word Weights Topic 59;Topic  60;Word Weights Topic 60;Topic  61;Word Weights Topic 61;Topic  62;Word Weights Topic 62;Topic  63;Word Weights Topic 63;Topic  64;Word Weights Topic 64;Topic  65;Word Weights Topic 65;Topic  66;Word Weights Topic 66;Topic  67;Word Weights Topic 67;Topic  68;Word Weights Topic 68;Topic  69;Word Weights Topic 69;Topic  70;Word Weights Topic 70;Topic  71;Word Weights Topic 71;Topic  72;Word Weights Topic 72;Topic  73;Word Weights Topic 73;Topic  74;Word Weights Topic 74;Topic  75;Word Weights Topic 75;Topic  76;Word Weights Topic 76;Topic  77;Word Weights Topic 77;Topic  78;Word Weights Topic 78;Topic  79;Word Weights Topic 79;Topic  80;Word Weights Topic 80;Topic  81;Word Weights Topic 81;Topic  82;Word Weights Topic 82;Topic  83;Word Weights Topic 83;Topic  84;Word Weights Topic 84;Topic  85;Word Weights Topic 85;Topic  86;Word Weights Topic 86;Topic  87;Word Weights Topic 87;Topic  88;Word Weights Topic 88;Topic  89;Word Weights Topic 89;Topic  90;Word Weights Topic 90;Topic  91;Word Weights Topic 91;Topic  92;Word Weights Topic 92;Topic  93;Word Weights Topic 93;Topic  94;Word Weights Topic 94;Topic  95;Word Weights Topic 95;Topic  96;Word Weights Topic 96;Topic  97;Word Weights Topic 97;Topic  98;Word Weights Topic 98;Topic  99;Word Weights Topic 99;Topic  100;Word Weights Topic 100
2;staaten;0.0171640685762547;autographen;0.0214282317877011;spitzeder;0.0461204922628561;dellbrück;0.0146745349458479;zeugen;0.0700094506938568;kirche;0.0385761860490619;zürich;0.0248056119207902;fürsten;0.0370757037094582;räuber;0.0350729727069152;über;0.0570808358389964;linken;0.0171978342228951;provinzen;0.0147999450513079;folter;0.0216587403819573;nicotera;0.0270723119231064;märz;0.0218806310568096;trümpy;0.0618821073706944;gouverneur;0.022867469444732;über;0.0340300506885164;bazaine;0.0263000805747653;sand;0.0216703004206073;stadt;0.0233265727992555;brief;0.0825700446135566;hinrichtung;0.0204835684850175;uhr;0.0707072375339055;leben;0.0267936306955301;läßt;0.019449191033763;hand;0.0206580197791341;herr;0.0551968661885184;tichborne;0.0170276217422913;theater;0.0163814102697351;wagen;0.0756210322651092;frosch;0.0306266796171905;leiche;0.0286723953946246;szemeredy;0.0253513001404891;general;0.0282412342357376;joujean;0.0122009716958902;gutachten;0.0183469244066973;gräfin;0.0784825490635639;kühn;0.0416102185693329;schuß;0.0321261622806145;bruder;0.0277282142190324;falle;0.012600324996555;böckler;0.0170225372092328;partei;0.0153771063427163;miß;0.0306789868417547;geschichte;0.0196079753683051;frau;0.0456779115452466;feuer;0.0313677585787713;deutschen;0.0290469682372808;richter;0.033049517528651;flocken;0.020379927691882;frau;0.195088128084532;herrn;0.0497882980898557;teufel;0.0384779769734659;angeklagten;0.0516874800687261;tante;0.0332535039983588;schiffe;0.0209666247675231;strafe;0.0374936906002801;präsident;0.205753780369809;prinzen;0.0577676985606908;müller;0.0799232516700272;tilton;0.0453624430397402;ferretti;0.0337919955207241;testament;0.0306520909174572;lord;0.0520317104102314;angeklagte;0.0233292466351068;thür;0.0371243395921477;könig;0.0856824551816958;kaper;0.0277117479269582;jungen;0.0235484731592523;kind;0.126574963958853;vater;0.0320376805210478;verdacht;0.0180781024634324;daß;0.170083597333426;kloster;0.041525280077306;geld;0.0522127319847948;gift;0.0480037021950491;richter;0.0254580541246339;prinzessin;0.0446781787300541;jahre;0.0579592111235373;weg;0.0185753754491117;verbrechen;0.0185242477723483;ruloff;0.0285981215390752;geständniß;0.0315255140984912;artikel;0.0252768500177115;gott;0.0457676326220978;cönen;0.0399917419576438;günther;0.0271954357946565;gift;0.0159355408833184;mirès;0.0457796236245717;mußte;0.0186564951363093;verbrechen;0.0357825961417029;luciani;0.0360569518955171;mann;0.0287146004714477;daß;0.119472132099025;geld;0.0377501769825171;bücher;0.0627551876944135;nürnberg;0.0268463698879293;ochsen;0.0257613447345677;tage;0.0295256438742884
3;vereinigten;0.012348936707256;schiller's;0.0129270834483724;hänel;0.0323944732426593;schiefer;0.0125139446016847;zeuge;0.0588758973077794;heiligen;0.0186971027111579;frs;0.021217510484453;fürst;0.0271204597247599;bande;0.0165269739022036;zeit;0.0199925831791384;wunde;0.0165638212125963;stände;0.0135281327757718;tortur;0.0187618191269597;simmére;0.0236131842490813;september;0.0190443551603393;flora;0.022026398169649;engländer;0.00985408005828123;zeugen;0.0169516908678056;general;0.0188510504820563;deutschen;0.00849853394501983;leute;0.0121794432847837;briefe;0.0762816177661359;letzten;0.0199994165504113;hause;0.0453896188952486;menschen;0.0183956563126209;sieht;0.0179402273865572;rief;0.0167494281463591;richter;0.0330060892991352;künschner;0.0168795629819555;herr;0.0161840577611779;stöhrer;0.0208841797393745;busse;0.0283023939684969;blut;0.0271242196579681;wächtler;0.0219353089236484;soldaten;0.0141208242256839;herrn;0.0107848612905322;wahnsinn;0.0162101841078265;graf;0.0683895149476439;edgell;0.0125033985990386;gewehr;0.0203395363102727;léotade;0.0235270758068329;frage;0.00957833168661617;lüdtke;0.016307339637562;regierung;0.0148027549221357;mistreß;0.0216820364715563;zeit;0.0185169695809262;arzt;0.0281958506090386;pfarrer;0.0187673493881373;regierung;0.0192909520028026;für;0.0267006287983976;undt;0.016304180078208;mann;0.0565229102795119;herr;0.04177834085364;schäffer;0.0142592540788298;geschworenen;0.0333308629406692;zwanziger;0.0122337900931465;flotte;0.0203036637870579;urtheil;0.0262309731175389;angeklagter;0.0685302635224395;prinz;0.0444480230894661;juli;0.0276219642772126;beecher;0.0341808472018519;zeuge;0.02276691376061;tode;0.0264769701365685;könig;0.0294507178560303;schriftstücke;0.0218241811851427;zimmer;0.0267417211586568;königin;0.0430268671078844;moltin;0.0168685708931648;mädchen;0.0226320884130337;kinder;0.0439884703204559;mühle;0.0232248928219988;fand;0.0144255207920594;für;0.0729023396722389;sandner;0.0381181796052931;summe;0.0218084749369663;essen;0.021872087550039;gericht;0.0169203528504531;herrn;0.0231353176274467;vater;0.0423191587300643;wege;0.0126433511238122;ehre;0.0137002493597907;berecz;0.0189443375460074;wahrheit;0.0292575051085338;zeitung;0.023499612027227;leben;0.0246772831674184;eck;0.0397695728185922;kasse;0.0131419692304597;vergiftung;0.0136924532932483;mantegazza;0.0207732568945797;ließ;0.0173511862981957;mord;0.0350120013731105;vous;0.0244185305245684;gesicht;0.0232560464505433;über;0.0207120501377649;sachen;0.0137194550359325;bibliothek;0.0330664628212037;möller;0.0118897303108025;für;0.0200996923220458;zurück;0.0172287171332194
4;mann;0.0121159464555303;jahre;0.0114131803194509;geister;0.0192174949832703;wider;0.0111635756365827;gesehen;0.0355035225239316;geistlichen;0.013136213759806;isler;0.0193454575611466;fürstin;0.012530878023047;beute;0.00876847583490303;während;0.0148254123369137;zoll;0.013750388479395;patkul;0.0132968941802197;körper;0.00924336357482442;verger;0.0151909603471072;leiche;0.01566783623597;herr;0.0208277302237529;generalgouverneur;0.00669368549300033;untersuchung;0.0127681265851077;armee;0.0173308402590544;rüsau;0.00849853394501983;männer;0.0103805678869457;geschrieben;0.0383687834396579;tode;0.0166848379211838;abend;0.0233702011958708;mensch;0.0110534272807059;findet;0.0137486616998743;kopf;0.0150218061393959;herrn;0.0214893569894554;november;0.0142145052959115;menschen;0.0100661299959028;pferde;0.0162678186829872;gulden;0.0214662597076334;fand;0.0251425547150479;castagnet;0.016721427592681;armee;0.0124178602043709;tullian;0.0101312718726747;frensemeier;0.0146628894086442;grafen;0.0567303203654604;kröber;0.0107452685337188;revolver;0.0189021428992554;brüder;0.0213664903377018;einzelnen;0.00898929909230606;leiche;0.0161643001232278;freiheit;0.0139673346740184;mrs;0.0191746896470747;proceß;0.0150924236372092;krankheit;0.0231291471076155;franken;0.0130033324179537;französischen;0.0179605861526465;ofenheim;0.0140898224163874;wäldgen;0.00998677127701324;ehe;0.0267672511672186;mai;0.0248160784710655;hexen;0.0136301963413068;angeklagte;0.0293022885813026;hartung's;0.00792647166994729;admiral;0.0179833003554294;verurtheilt;0.0242499088046137;cardinali;0.0213955429804816;schlossarek;0.0218624864208675;hut;0.0161131235306275;hus;0.0236345693092982;mai;0.0213350849605951;bruder;0.0193487151448074;sir;0.0219237203379633;graf;0.0191903166477055;fenster;0.0233483775730768;königs;0.0377721932147337;weinberg;0.0137360975278468;junge;0.0199940111133135;kindes;0.0356664148194658;langlotz;0.0142047454123839;gefunden;0.013963168681759;hätte;0.0139043717825952;schwester;0.0313039786612674;gulden;0.0186247830994974;pulver;0.0179300921534681;urtheil;0.0135052723407808;herzogin;0.0213312356631889;familie;0.0262152850912333;stelle;0.012583431686183;herren;0.0110792102223011;gefangenen;0.0147549595867516;schuld;0.018597862855734;presse;0.0217223740367425;liebe;0.0204448660999827;schröder;0.0235512256678231;meister;0.012046893913769;tod;0.0120101376006956;wechsel;0.0148193600541053;zeit;0.0116361663523758;mörder;0.0330687623914426;roncière;0.0199685458827351;augen;0.0167171536130015;hätte;0.0181616069454996;schlüssel;0.0134096667235456;pichler;0.0267347442463486;meyhöfer;0.0103557159951998;juli;0.0195335270807936;erhielt;0.0154165384555882
5;dollars;0.011494639117595;handschriften;0.0108309098852503;obligationen;0.0129950330274478;kurfürst;0.00666234575290929;angeklagte;0.0344521700250042;gottes;0.011384752672766;gänswürger;0.0154453473042583;obst;0.011672667334711;nacht;0.00855591424401809;untersuchung;0.0129458772046278;wunden;0.0129578722165214;kohlhase;0.0131812748824437;qualen;0.00745003136934967;gazzetta;0.0103782609745505;pfeffer;0.0136419248813484;november;0.0173815598793016;rosenmädchen;0.00669368549300033;verdacht;0.0121885852126127;über;0.0165707351475535;cagliostro's;0.00648027940440562;menge;0.00999720099888182;schreiben;0.0314879685558861;geistlichen;0.0156792915954632;tage;0.0225849152579472;charakter;0.0101096549214837;tritt;0.0133574489024506;zurück;0.0137352791129339;präsidenten;0.0160118867446076;sir;0.00888438992382357;jauner;0.00967142497878826;fuhr;0.0134100713623665;tschichatschew;0.0194154194293744;gefunden;0.018918888253689;gericht;0.012406491318777;truppen;0.0102891551777297;inquisitin;0.00642759850481548;zurechnungsfähigkeit;0.00972628251125296;frau;0.0252330932106067;brannagan;0.0105499207486833;kugel;0.0187584035581537;gesehen;0.0188458072903821;fällen;0.00898929909230606;kind;0.0157351815802253;volk;0.0130797006603939;pfund;0.0115051581839548;welt;0.0106071776224295;tage;0.015316367662673;flammen;0.0099202535734369;excellenz;0.0179605861526465;creditanstalt;0.0135679959454076;knapp;0.00672617318607404;tochter;0.0250780652787478;bier;0.0190049330251836;besessenen;0.0109042794787071;anklage;0.0270409661814695;giftmischerin;0.00585895882681166;schiff;0.0173203393749641;todesstrafe;0.016839260819227;herr;0.0204118618561277;besagten;0.0175191139845986;müller's;0.0127883473149473;catenazzi;0.0185520257466217;zeugin;0.0193305246405744;familie;0.017006574218943;lords;0.0181967604018331;angeklagten;0.0184377839227235;stube;0.0193979178764315;majestät;0.0278192226641777;manne;0.00915786722468957;dame;0.0197440880007085;knaben;0.0282954513757317;amtmann;0.0129605871489887;polizei;0.0134314637549135;würde;0.0135586734572071;osio;0.025341552835245;erhalten;0.0131806700574254;wein;0.0143059996114594;proceß;0.0131016719169104;damen;0.0175108267977019;sohn;0.025621593897175;entfernt;0.0112652040583386;gerechtigkeit;0.0100822505503725;spanga;0.0134799315121955;gericht;0.0182738615714543;zeitungen;0.0188590461631841;bitte;0.0140842845184128;fonk's;0.0166639823572226;lübeck;0.012046893913769;untersuchung;0.0118699446263163;lire;0.012040874861884;art;0.0115545845499937;leben;0.0288137391039975;sonzogno;0.0190557285203078;trug;0.013817296789396;wäre;0.0149190080786371;gefunden;0.0119934915812054;buch;0.0247648762452825;weib;0.00958870883739843;vertrag;0.0195335270807936;fand;0.0118439576339723
6;molly-maguires;0.0106403415279339;daniele;0.0107144557984102;ehinger;0.012079965092768;kurfürsten;0.00648229655756236;aussage;0.0292762807995154;bischof;0.011384752672766;gump;0.0145093208426051;rußland;0.0109860987840421;diebe;0.0082902122554119;später;0.0128838463421762;gutachten;0.0107388266804754;prinzen;0.0104064117358193;verbrannt;0.00703618547577857;coronini;0.00932548298680377;febr;0.0124263780685754;herrn;0.0166323924131165;sterling;0.00613596880500958;personen;0.0106129571061421;depesche;0.0117820729450976;freunde;0.00616160763483495;kamen;0.00943689554709619;namen;0.0250628367769998;schaffot;0.0117315912055968;nacht;0.0225535038204303;gedanken;0.010093658779802;ruft;0.0124632482226249;hörte;0.0120444150210124;guiteau;0.0148883031046388;you;0.00784797860147313;nitsche;0.009474072470231;pferd;0.0134100713623665;wild;0.0143566800763354;leichnam;0.0170610773697013;freischöffen;0.0122267023073643;verschwörung;0.00801853648264564;posnanskij;0.00642759850481548;frage;0.00957892111133084;tourville;0.0252330932106067;rupsch;0.0103545729636477;geschossen;0.0162429650888734;lesnier;0.0178855470818794;urtheil;0.006172186684736;scharf;0.0155921420658912;politischen;0.00882427877154669;recorder;0.0085553383904471;acten;0.00781905172135017;kranken;0.015316367662673;brandstiftung;0.00898192522945353;herrn;0.016519356481644;bahn;0.0131331405529245;apotheker;0.00591102366333924;kinder;0.0174117600926111;frau;0.0183767010850882;hexe;0.0103800646974379;vertheidiger;0.026812933670562;gift;0.00568666608988369;bord;0.0158286771689173;tode;0.0162155924244172;kapitän;0.0133621471315914;besagter;0.016071323172509;kette;0.0124047192900612;ginella;0.0158836903762166;hand;0.0177555129605581;erben;0.0144607688647426;königs;0.0122774710915085;erlasse;0.0161801857477774;bett;0.0172201003513578;könige;0.024419139556845;ehefrau;0.00867594824540986;gesellschaft;0.012052009979419;kinde;0.0263932672612197;straube;0.0111980296091789;tage;0.0131309348832183;können;0.013365810180938;noble;0.00873193803418239;wechsel;0.0106337165874503;flasche;0.0140516773278097;verfahren;0.0121081939504603;familie;0.0146455201485866;jahren;0.0218553653848677;schritte;0.0111453651830801;pflicht;0.00947121075144858;pitély;0.0127513440410206;richter;0.0173018577186154;öffentlichen;0.0118488296451618;gottes;0.0125539190251027;genois;0.0135536144104998;gesellen;0.0114993562554237;leiche;0.0111689797544193;königs;0.0119085660432068;großen;0.00953221460673219;absicht;0.0228500056774997;armati;0.0168877872845429;haar;0.0114291794052503;herr;0.0144074147539349;gold;0.00969220697490265;büchern;0.0143527168110763;o'connor's;0.00805469452179568;stück;0.0167027008745327;bat;0.0101353320236343
7;union;0.0104850146934501;herrn;0.00966636901684909;rosa;0.0111648971580882;gnaden;0.00639227195988889;angeklagten;0.0281710127878225;religion;0.011034460455358;kündig;0.0121692546884722;juden;0.0106428145087077;diebstahl;0.00733368509642964;weise;0.0124806457362402;hand;0.0100255620438891;oldenbarneveldt;0.00890336086473114;leib;0.00579464779506528;fremden;0.00872389556523419;schlörr;0.0118861350406763;gumbleton;0.0157333914536944;verwaltung;0.00576415767968241;aussage;0.00900110766389047;herr;0.0102618627220958;sand's;0.00594915978845451;soldaten;0.00852271296786702;schrieb;0.0223287381476865;gefängniß;0.00990671083669628;abends;0.0199463545065239;natur;0.00839806776153841;nimmt;0.0117925977127556;trat;0.0106476142494252;benedikt;0.0115175521847325;orton;0.00769991984113735;december;0.00888201494455921;fahren;0.0120911110605416;märz;0.0139465120206836;körper;0.0156367556919773;mann;0.0104288121932376;befehl;0.00766375231153877;münchhausen;0.00577400908695797;zustand;0.00854739131187596;bocarmé;0.0114856846734053;mädchen;0.00996387739357666;mörder;0.0154523987128139;april;0.0165651892951881;aufgabe;0.00604413612075554;juli;0.0134465493508786;alten;0.00882427877154669;association;0.00737541047304403;unsern;0.00760691170713762;krank;0.01345986561635;reiter;0.00790954997918681;preußen;0.0157433097357196;pfd;0.0111328057475022;waaren;0.00591102366333924;manne;0.016658123311601;dienstboten;0.016649063249826;menschen;0.00880742035363036;schuldig;0.0242855733413368;vergiftet;0.00430832419445993;mannschaft;0.0111879503056604;verbrechen;0.0139043507260045;herrn;0.012624386288326;majestät;0.0111488344114041;bühler;0.0124047192900612;moulton;0.0156295631980827;zahn;0.0131736608005107;vermögen;0.0141552722222386;parlament;0.0107428405295725;auswärtigen;0.0151768087811347;hause;0.0149409889879086;königlichen;0.0170007764135734;schünemann;0.00771211028685045;namen;0.0111911637026682;knabe;0.0205281995748076;ehefrau;0.0107833101880472;stadt;0.0111659384144416;wäre;0.0113389263152419;nonnen;0.00788016291617918;francs;0.0103790212404528;apotheke;0.0124621630549989;gesetze;0.0103075151362695;zimmer;0.0106128663461281;alt;0.0138590871148952;wasser;0.0108457679949336;gesetz;0.00905313088902693;gefängniß;0.0114763159664644;unschuldig;0.0145154466738106;öffentliche;0.0115526233134144;herz;0.0109757296101267;cönen's;0.0124427687152416;schönleben;0.00857915541091528;magen;0.0111222487629595;papiere;0.0119085660432068;stand;0.00918871228091282;tod;0.0218783861866657;morelli;0.0138070286863506;blick;0.0101782607754597;gekommen;0.0123986586113543;koffer;0.00969220697490265;kisten;0.0085838176650971;funk;0.00805469452179568;jung;0.0161365356332805;indeß;0.00869853321494096
8;sklaven;0.00939772685206329;große;0.00873473632212814;schatz;0.0109818835711522;acten;0.00621222276454195;zeugin;0.0258256879825228;priester;0.010946887401006;weiße;0.0113892326370945;türken;0.00892639313203561;juden;0.00728054469870841;personen;0.0106941568976319;verletzungen;0.0098670587913144;generalstaaten;0.00797840648252301;rad;0.00579464779506528;grafen;0.0081223081436646;sachen;0.0112108312558024;demme's;0.0115380536430581;nabob;0.00576415767968241;umstände;0.00876566898131439;september;0.00851362096564365;betrüger;0.00594915978845451;straßen;0.00784444847360022;hand;0.0147643986065863;sprach;0.00957152872812272;wohnung;0.018187314005575;welt;0.00820611406135762;spricht;0.0117367101702665;boden;0.00952037152147751;publikum;0.0110962083197442;pfd;0.00755186108080158;bühne;0.00868466243600195;gefahren;0.00956310381537712;koffer;0.0124425624832936;kleider;0.0115805352619375;freigrafen;0.0100692341704123;namen;0.00737992497465327;leben;0.00566507751731505;geistigen;0.00832634921199277;gattin;0.0100935420367267;kühn's;0.00976852960854112;erschossen;0.0151649200306105;cäcilie;0.0124840834090515;bedeutung;0.00576242487999853;juden;0.0130174308078761;nation;0.00861542370951738;zeugin;0.00663795552466711;französischen;0.00739477169292506;tode;0.0129183858528391;verbrannt;0.00750740926033679;herr;0.0135260333187927;brassey;0.0106109792765225;november;0.00570723628265554;hause;0.0157745491545547;hofmarschall;0.0164920052648022;köln;0.00849289148486886;vertheidigung;0.0186797741148598;gedichte;0.00396373872060399;hassein;0.0103592490800788;jahre;0.0136842324690128;saraceni;0.00991926319635272;timal;0.0105697180865683;zürich;0.00741755496654095;pedroni;0.0142318637183467;collegium;0.0130304779205092;vaters;0.0133406145088945;regierung;0.00986590877989483;urkunden;0.0139225875728313;treppe;0.0142572555788738;minister;0.0124261191418893;bauern;0.00554347488009178;schöne;0.00744231701359213;vater;0.0127609477738835;mark;0.00964283177993494;mörder;0.0103799398269309;könne;0.00815486279193107;kufner;0.00788016291617918;frs;0.00955126136271084;trinken;0.0120170990586118;klage;0.00918985242401308;diener;0.0106128663461281;alten;0.0103525984999884;ufer;0.00922794317894289;wahrheit;0.0090370508943184;jarvis;0.00856196608176473;gefängniß;0.0145154466738106;minister;0.00987412076684568;weiß;0.0105214023543003;november;0.0104432464637769;geselle;0.00821413030535173;gutachten;0.0106082078569018;unterschrift;0.0111147131311436;wußte;0.0090040797807849;ausführung;0.0159481568805415;frezza;0.0115249852802822;schwarzen;0.00966652133599989;würde;0.0117365966617397;kiste;0.00938241866251574;base;0.00802099823622108;rang;0.00786294273234534;aug;0.0134472507373326;erklärte;0.00842670641329627
9;präsidenten;0.00776679508998308;gedichte;0.00838537406160778;geistern;0.00841969335404881;gehalten;0.00549202598315421;aussagen;0.0170105016453623;katholischen;0.010727954765126;billoin;0.0101411973548903;montenegriner;0.00823982458136677;dieb;0.00685542151693851;ferner;0.00828735943450684;seite;0.00982743297817073;städte;0.00728469069586691;glieder;0.00565669916387491;bezirksvorsteher;0.0081223081436646;uhr;0.00999528444302947;trümpy's;0.010639052683636;eingeborenen;0.00576415767968241;aussagen;0.0082042382767099;regierung;0.00798154738759301;gold;0.00531181624931318;standen;0.00666485804878839;erhalten;0.0139441690177923;tod;0.00934807398907368;frau;0.0160984534106983;wesen;0.00799816421949511;hält;0.0108983970329299;fort;0.00876070794394757;neuda;0.010674864454756;unnd;0.00755186108080158;feuerwehr;0.00868466243600195;nov;0.00956310381537712;ehefrau;0.0106651675754691;lag;0.0107135568494099;mädchen;0.00809155504487296;napoleon's;0.00723801130621051;selbige;0.0047936249601717;wahnsinnig;0.00810530711210958;november;0.00887541722963287;chloroform;0.00918248625343453;pistole;0.014374353654551;lespagne;0.0120039533048001;handlungen;0.00514778217289234;juni;0.0127313517792078;land;0.00715343827531221;sir;0.00663795552466711;darstellung;0.00636437733817836;erbrechen;0.0121061662075728;alte;0.00750740926033679;majestät;0.012639122752022;juli;0.0100891528055427;verschrieben;0.00570723628265554;mannes;0.0155666493528968;röder;0.0141361354894446;zauberer;0.00765414783483817;staatsanwalt;0.0168175086091149;frauen;0.00379144598367602;hafen;0.00953054785449719;gnade;0.0115564226514265;waldis;0.00942742263417577;jacobiner;0.00810847370601588;luzerner;0.00728967895824556;schützen;0.0101658288682055;duell;0.0118850148804973;francs;0.0115076346538702;könige;0.0093543652592495;grafen;0.0129192106061885;stand;0.0135481987102452;königliche;0.00859329818453233;sympathie;0.00554347488009178;schönen;0.00727570160518875;hebamme;0.0120476287309415;alte;0.00860603322710564;anzeige;0.00991758771663055;muß;0.00814030707296736;priorin;0.00766721913667838;geschäft;0.00923289217896394;tode;0.0113812933494875;ehe;0.00825846683046609;nacht;0.00838429450792728;bruder;0.0101670700018452;liegt;0.00898826542842574;menschen;0.00828129114301772;december;0.00801552547838353;bekenntniß;0.0138674441052514;redacteur;0.0087880308837718;herzen;0.0100431631376409;eichstädter;0.0102210773247253;bürgermeister;0.00821413030535173;gefunden;0.00981378100208527;gesellschaft;0.0109824043124663;mann;0.00897402332727571;mordes;0.015345082713817;farina;0.0108403722584617;kleidung;0.00921164183425786;sagen;0.0106607459936159;ring;0.00911688582332696;buche;0.00675465452125005;stadt;0.00709593557454397;zahl;0.011607213703263;nächsten;0.00840081814647297
10;leute;0.00691249750032202;akademie;0.00815246588792754;nebel;0.00677257107162519;sachen;0.00531197678780728;zeugniß;0.0168757128634485;gott;0.010290089493366;kufner;0.00873715766241049;baden;0.00635176106702745;räubern;0.00627087714200491;gebracht;0.00824393783079067;tod;0.0085197811444293;kurfürsten;0.00693783280253887;händen;0.00551875053268455;italia;0.0081223081436646;stock;0.00864467687328173;ziegenmaier;0.00884105076479185;fürsten;0.00557825211701883;beweise;0.00786013558679102;erhalten;0.00744947380954236;geister;0.00509936840293273;hielten;0.00580965499079981;briefen;0.0138986007073038;geistliche;0.00856598240240204;zeit;0.0139310642220291;seele;0.00691042658513734;steht;0.0105071842355062;gesicht;0.0085524130920442;medium;0.0089894889948028;faß;0.00695962603945847;leute;0.00789525240177291;gensdarmen;0.00868379694749383;francesconi;0.00929794072329638;messer;0.010032359525281;kleinmädchen;0.00755218801063496;bourbonen;0.00681227030088226;nikolai's;0.0047936249601717;sachverständigen;0.00773690361230426;schloß;0.00765729242253908;küchler;0.00898713846839899;schüsse;0.0137275266195932;mädchen;0.0116438557266116;handlung;0.00504534172170797;schütt;0.0118731146932028;volke;0.0063702317927023;potash-farm;0.00649046453499173;jahren;0.00603101445870149;kranke;0.0107911439247607;luóranen;0.00683717472892009;deutsche;0.012306531289483;gesellschaft;0.00939338417756976;körlitz;0.00570723628265554;verhältniß;0.0142153006421202;gift;0.0116232077290632;weiber;0.00754930487858433;frage;0.0153352972882158;überzeugung;0.00361915324674806;feind;0.00919906736426455;jahren;0.00990553572398891;curio;0.00926347578011678;herrn;0.00709502013755313;verhörrichter;0.00652242290847322;stabio;0.0101658288682055;webster's;0.010310003200481;verstorbenen;0.010387480298022;englischen;0.00840435586376531;papiere;0.0096582354645997;lag;0.0129151122203982;grafen;0.00816056033450816;nygrén;0.00554347488009178;damen;0.00608162451163118;sohn;0.0111757943451235;müller;0.00808763395069099;namen;0.00975576447802542;müssen;0.0071905464105855;klosters;0.00724133157767677;schulden;0.00916921834221456;wasser;0.0110633904949253;erklärte;0.00807218971175669;september;0.00838429450792728;lebte;0.0100743057527736;fuß;0.00892834599079645;namen;0.00733257145521473;curiae;0.00710479113941488;verhör;0.0131546412798362;proceß;0.00780067644461373;welt;0.00954101196014851;cöln;0.00844372421231226;gösser;0.00711905498866107;strychnin;0.00967358802770588;millionen;0.0104531690377575;während;0.00816249908252744;verbrechens;0.0151440579915755;une;0.0100416570663378;sehen;0.00881362227023357;könne;0.0103372384500543;kette;0.00893986393053444;wohnung;0.00661394966403105;gulden;0.0063289284167426;contract;0.0110410484620108;folgenden;0.00814193547823993
